Index,Time,(g_motorDebug).open_loop_angle_rad,(g_motorDebug).observer_angle_rad
1422,1.422184,1.57608092,3.10039401
1423,1.423186,2.21608043,3.79378271
1424,1.424194,2.89607978,4.46092033
1425,1.425182,3.57607913,5.10855913
1426,1.426184,4.21607876,5.79314709
1427,1.427306,4.97607803,0.264819682
1428,1.428190,5.57607746,0.835195541
1429,1.429193,6.25607681,1.4952873
1430,1.430190,0.612891257,2.19000936
1431,1.431190,1.29289114,2.82293391
1432,1.432186,1.93289053,3.51005769
1433,1.433188,2.61289001,4.19556189
1434,1.434186,3.29288936,4.82140493
1435,1.435188,3.93288875,5.51524258
1436,1.436189,4.61288834,6.17542648
1437,1.437189,5.29288769,0.546978056
1438,1.438220,5.97288704,1.224473
1439,1.439212,0.369701207,1.90859759
1440,1.440191,1.00970137,2.5565412
1441,1.441188,1.64970076,3.21891832
1442,1.442192,2.32970023,3.91309762
1443,1.443222,3.00969958,4.57686424
1444,1.444207,3.68969893,5.23256111
1445,1.445186,4.32969856,5.90977859
1446,1.446188,5.00969791,0.264693409
1447,1.447190,5.6496973,0.953374505
1448,1.448187,0.0465112105,1.61413705
1449,1.449188,0.72651124,2.27102089
1450,1.450185,1.36651099,2.93938494
1451,1.451188,2.04651046,3.63360453
1452,1.452184,2.72650981,4.27243805
1453,1.453187,3.3665092,4.94339085
1454,1.454195,4.04650879,5.63175964
1455,1.455183,4.72650814,6.25216341
1456,1.456185,5.36650753,0.666374862
1457,1.457188,6.04650688,1.33739364
1458,1.458186,0.443321109,2.02820706
1459,1.459213,1.12332118,2.66817856
1460,1.460191,1.76332057,3.33537936
1461,1.461186,2.44332004,3.98608351
1462,1.462189,3.08331943,4.64811373
1463,1.463185,3.76331878,5.34724283
1464,1.464188,4.44331837,5.97884226
1465,1.465184,5.08331776,0.379355699
1466,1.466194,5.76331711,1.06105042
1467,1.467188,0.160131127,1.68463302
1468,1.468191,0.800131202,2.38046622
1469,1.469187,1.48013079,3.04567266
1470,1.470190,2.16013026,3.70366931
1471,1.471186,2.80012965,4.37671232
1472,1.472214,3.480129,5.05473804
1473,1.473189,4.16012859,5.69796276
1474,1.474187,4.80012798,0.0777322054
1475,1.475190,5.48012733,0.776140809
1476,1.476191,6.16012669,1.404544
1477,1.477193,0.516941011,2.09933376
1478,1.478189,1.19694114,2.77371311
1479,1.479189,1.87694049,3.40708685
1480,1.480185,2.51693988,4.09429836
1481,1.481187,3.19693923,4.75896645
1482,1.482185,3.87693858,5.41938066
1483,1.483187,4.51693821,6.08683205
1484,1.484195,5.19693756,0.494209468
1485,1.485306,5.95693684,1.20787609
1486,1.486192,0.233750999,1.8009131
1487,1.487189,0.913751185,2.49333334
1488,1.488191,1.59375072,3.11951518
1489,1.489187,2.2337501,3.82013798
1490,1.490191,2.91374946,4.48722792
1491,1.491185,3.59374881,5.13170624
1492,1.492187,4.23374844,5.80931187
1493,1.493183,4.91374779,0.154823497
1494,1.494186,5.59374714,0.851238549
1495,1.495194,6.23374653,1.51774323
1496,1.496189,0.630560994,2.2168529
1497,1.497183,1.31056094,2.84586263
1498,1.498186,1.95056033,3.5257287
1499,1.499182,2.63055968,4.16772652
1500,1.500184,3.31055903,4.83548927
1501,1.501291,4.03055859,5.61356449
1502,1.502212,4.63055801,6.19843721
1503,1.503188,5.31055737,0.569715619
1504,1.504184,5.95055676,1.24029422
1505,1.505187,0.347370893,1.91814923
1506,1.506190,1.02737117,2.56517959
1507,1.507192,1.66737056,3.23466611
1508,1.508189,2.34736991,3.93363309
1509,1.509189,3.02736926,4.55770874
1510,1.510186,3.66736865,5.24743605
1511,1.511188,4.34736824,5.91810226
1512,1.512184,5.02736759,0.271614373
1513,1.513187,5.66736698,0.963292718
1514,1.514185,0.0641808882,1.59067678
1515,1.515185,0.744180977,2.29072261
1516,1.516187,1.38418078,2.95472622
1517,1.517209,2.06418014,3.64182043
1518,1.518188,2.74417949,4.27770042
1519,1.519185,3.38417888,4.95306206
1520,1.520187,4.06417847,5.64701653
1521,1.521194,4.74417782,6.27201653
1522,1.522185,5.38417721,0.68552047
1523,1.523194,6.06417656,1.35017312
1524,1.524185,0.460990787,1.99476528
1525,1.525193,1.10099101,2.67680216
1526,1.526189,1.78099036,3.35302329
1527,1.527183,2.46098971,4.00783491
1528,1.528186,3.1009891,4.66976309
1529,1.529182,3.78098845,5.3232851
1530,1.530186,4.46098804,5.9899292
1531,1.531183,5.10098743,0.390261263
1532,1.532185,5.78098679,1.03668904
1533,1.533227,0.177800804,1.74954355
1534,1.534207,0.857800901,2.40534925
1535,1.535186,1.49780047,3.02691031
1536,1.536187,2.17779994,3.717448
1537,1.537189,2.81779933,4.38799906
1538,1.538186,3.49779868,5.03009462
1539,1.539186,4.17779827,5.71947813
1540,1.540182,4.81779766,0.104175225
1541,1.541185,5.49779701,0.759548426
1542,1.542193,6.17779636,1.4214288
1543,1.543183,0.534610689,2.11205792
1544,1.544191,1.2146107,2.787498
1545,1.545191,1.89461005,3.42989993
1546,1.546193,2.53460956,4.12002802
1547,1.547184,3.21460891,4.7430563
1548,1.548192,3.89460826,5.43762827
1549,1.549194,4.53460789,6.0996027
1550,1.550221,5.2546072,0.548754752
1551,1.551185,5.89460659,1.14787829
1552,1.552193,0.251420707,1.82649195
1553,1.553183,0.931420863,2.47880292
1554,1.554193,1.61142027,3.13899922
1555,1.555183,2.25141978,3.83299327
1556,1.556184,2.93141913,4.45994949
1557,1.557184,3.61141849,5.14929914
1558,1.558192,4.25141811,5.83141947
1559,1.559183,4.93141747,0.181224719
1560,1.560191,5.61141682,0.873752415
1561,1.561193,6.25141621,1.53328657
1562,1.562191,0.648230672,2.22916245
1563,1.563191,1.3282305,2.86010623
1564,1.564187,1.96822989,3.54928446
1565,1.565189,2.64822936,4.19298029
1566,1.566190,3.32822871,4.90027952
1567,1.567209,4.0082283,5.5513649
1568,1.568187,4.64822769,6.17185879
1569,1.569228,5.32822704,0.624410748
1570,1.570210,6.00822639,1.25867033
1571,1.571188,0.3650406,1.90306306
1572,1.572185,1.04504073,2.58991504
1573,1.573187,1.68504012,3.25352407
1574,1.574196,2.36503959,3.94666934
1575,1.575184,3.04503894,4.5700593
1576,1.576186,3.68503833,5.26598263
1577,1.577189,4.36503792,5.90193844
1578,1.578187,5.04503727,0.29756245
1579,1.579189,5.68503666,0.984246552
1580,1.580186,0.0818506032,1.60516286
1581,1.581186,0.761850655,2.30217028
1582,1.582182,1.40185034,2.96918964
1583,1.583185,2.08184981,3.62397528
1584,1.584246,2.80184913,4.34068203
1585,1.585185,3.40184855,4.97485209
1586,1.586194,4.08184814,5.66168642
1587,1.587189,4.7618475,6.28292942
1588,1.588192,5.40184689,0.698216021
1589,1.589188,6.08184624,1.3293674
1590,1.590191,0.478660464,2.01989245
1591,1.591188,1.11866069,2.69921446
1592,1.592190,1.79866004,3.32749152
1593,1.593185,2.47865939,4.01819181
1594,1.594189,3.11865878,4.68078756
1595,1.595185,3.79865813,5.34042072
1596,1.596193,4.47865772,6.01140118
1597,1.597189,5.11865711,0.414282233
1598,1.598192,5.79865646,1.09400439
1599,1.599186,0.195470482,1.71993756
1600,1.600224,0.875470638,2.41507554
1601,1.601218,1.51547027,3.0804975
1602,1.602185,2.19546962,3.739815
1603,1.603193,2.83546901,4.41095066
1604,1.604195,3.51546836,5.09093904
1605,1.605189,4.19546795,5.73218679
1606,1.606184,4.83546734,0.11405021
1607,1.607193,5.51546669,0.811629891
1608,1.608182,6.15546608,1.43933487
1609,1.609191,0.552280426,2.13574052
1610,1.610195,1.23228049,2.80774069
1611,1.611189,1.91227984,3.44338346
1612,1.612191,2.55227923,4.12863016
1613,1.613187,3.23227859,4.75383425
1614,1.614189,3.91227794,5.45443439
1615,1.615185,4.55227757,6.12056494
1616,1.616192,5.23227692,0.488766551
1617,1.617218,5.91227627,1.20277679
1618,1.618185,0.269090384,1.83632457
1619,1.619194,0.9490906,2.52704096
1620,1.620184,1.58909011,3.15407109
1621,1.621192,2.26908946,3.85487151
1622,1.622194,2.94908881,4.52058268
1623,1.623188,3.62908816,5.16731453
1624,1.624191,4.26908779,5.84280205
1625,1.625187,4.94908714,0.190805554
1626,1.626183,5.58908653,0.886256158
1627,1.627192,6.26908588,1.55319917
1628,1.628194,0.665900409,2.25340128
1629,1.629188,1.3459003,2.88064218
1630,1.630377,2.10589957,3.68584061
1631,1.631183,2.66589904,4.20307684
1632,1.632189,3.34589839,4.87347174
1633,1.633185,3.98589778,5.57131147
1634,1.634189,4.66589737,6.19605923
1635,1.635183,5.30589676,0.608369827
1636,1.636372,6.105896,1.39274979
1637,1.637193,0.382710278,1.91654456
1638,1.638190,1.06271052,2.60281467
1639,1.639192,1.70270991,3.27417707
1640,1.640189,2.38270926,3.93196535
1641,1.641190,3.06270862,4.59472275
1642,1.642188,3.70270801,5.2860837
1643,1.643190,4.3827076,5.91612577
1644,1.644187,5.06270695,0.310676128
1645,1.645190,5.70270634,1.00023544
1646,1.646191,0.099520281,1.66974878
1647,1.647211,0.779520333,2.32802391
1648,1.648190,1.41952002,2.99033618
1649,1.649187,2.09951949,3.63819981
1650,1.650191,2.77951884,4.31260967
1651,1.651188,3.41951823,4.98999882
1652,1.652190,4.09951782,5.64208841
1653,1.653185,4.73951721,0.0236978531
1654,1.654187,5.41951656,0.720173776
1655,1.655184,6.09951591,1.34461153
1656,1.656191,0.496330172,2.02978253
1657,1.657188,1.13633025,2.70942879
1658,1.658192,1.8163296,3.34606767
1659,1.659186,2.45632911,4.04043961
1660,1.660189,3.13632846,4.70243454
1661,1.661185,3.81632781,5.35654259
1662,1.662188,4.45632744,6.0213356
1663,1.663314,5.21632671,0.506355703
1664,1.664195,5.81632614,1.06856346
1665,1.665189,0.21314019,1.74206996
