Index,Time,(g_motorDebug).open_loop_angle_rad,(g_motorDebug).observer_angle_rad
1928,1.928192,5.88700485,1.13883853
1929,1.929192,0.243818969,1.81719077
1930,1.930189,0.923819125,2.46994781
1931,1.931191,1.60381854,3.13005328
1932,1.932187,2.24381804,3.82393813
1933,1.933189,2.9238174,4.4511404
1934,1.934249,3.64381671,5.18072319
1935,1.935186,4.24381638,5.82202291
1936,1.936188,4.92381573,0.1714838
1937,1.937190,5.60381508,0.864559293
1938,1.938187,6.24381447,1.52418232
1939,1.939190,0.640628934,2.17926574
1940,1.940186,1.2806288,2.85139847
1941,1.941186,1.96062815,3.53989315
1942,1.942194,2.64062762,4.18415213
1943,1.943184,3.28062701,4.84995985
1944,1.944192,3.96062636,5.54251432
1945,1.945182,4.64062595,6.16350365
1946,1.946185,5.28062534,0.575186729
1947,1.947185,5.96062469,1.25074315
1948,1.948193,0.357438833,1.89444816
1949,1.949183,0.997439086,2.58177996
1950,1.950227,1.71743846,3.24473786
1951,1.951218,2.35743785,3.93820739
1952,1.952184,2.99743724,4.56206799
1953,1.953190,3.67743659,5.25771046
1954,1.954194,4.35743618,5.8942709
1955,1.955190,5.03743553,0.289671302
1956,1.956185,5.67743492,0.976786017
1957,1.957193,0.074248828,1.59770882
1958,1.958195,0.754248917,2.29461265
1959,1.959189,1.39424872,2.96200538
1960,1.960192,2.07424808,3.61636519
1961,1.961188,2.71424747,4.2948823
1962,1.962192,3.39424682,4.96729851
1963,1.963188,4.07424641,5.61555672
1964,1.964190,4.7142458,6.27606487
1965,1.965184,5.39424515,0.691534817
1966,1.966211,6.0742445,1.36207652
1967,1.967189,0.431058735,2.01364374
1968,1.968186,1.11105895,2.69348311
1969,1.969189,1.7910583,3.32168102
1970,1.970187,2.43105769,4.0125885
1971,1.971187,3.11105704,4.67518759
1972,1.972184,3.79105639,5.33470345
1973,1.973219,4.47105598,6.044734
1974,1.974185,5.11105537,0.408663154
1975,1.975182,5.79105473,1.05013549
1976,1.976190,0.147868752,1.71477854
1977,1.977184,0.827868879,2.41032076
1978,1.978188,1.50786853,3.03610873
1979,1.979317,2.2678678,3.81639004
1980,1.980187,2.82786727,4.40648317
1981,1.981190,3.50786662,5.04499865
1982,1.982187,4.14786625,5.72783709
1983,1.983188,4.8278656,0.109120421
1984,1.984184,5.50786495,0.766606927
1985,1.985186,6.14786434,1.43434668
1986,1.986189,0.544678688,2.13053751
1987,1.987192,1.22467875,2.7643261
1988,1.988189,1.86467814,3.43831849
1989,1.989189,2.5446775,4.12369061
1990,1.990185,3.22467685,4.74820232
1991,1.991188,3.86467624,5.44829416
1992,1.992184,4.54467583,6.11434937
1993,1.993187,5.22467518,0.482034892
1994,1.994185,5.86467457,1.15763485
1995,1.995243,0.301488638,1.87058055
1996,1.996185,0.941488862,2.48040414
1997,1.997193,1.62148833,3.14639854
1998,1.998183,2.26148772,3.84678149
1999,1.999191,2.94148707,4.47392416
2000,2.000194,3.62148643,5.15826941
2001,2.001188,4.26148605,5.83421278
2002,2.002191,4.9414854,0.181445256
2003,2.003188,5.58148479,0.876946509
2004,2.004190,6.26148415,1.54350829
2005,2.005186,0.658298612,2.2026794
2006,2.006193,1.29829848,2.87098289
2007,2.007187,1.97829783,3.5526197
2008,2.008189,2.6582973,4.19317627
2009,2.009276,3.37829661,4.90401697
2010,2.010193,3.97829604,5.56070089
2011,2.011183,4.65829563,6.18565512
2012,2.012191,5.29829502,0.597556114
2013,2.013191,5.97829437,1.26687729
2014,2.014187,0.37510854,1.90532053
2015,2.015190,1.0151087,2.59228349
2016,2.016191,1.69510806,3.26279092
2017,2.017193,2.37510753,3.92123103
2018,2.018191,3.01510692,4.58477449
2019,2.019191,3.69510627,5.27591801
2020,2.020187,4.37510586,5.90661716
2021,2.021189,5.01510525,0.300554544
2022,2.022185,5.6951046,0.990738511
2023,2.023187,0.091918543,1.61897445
2024,2.024196,0.771918595,2.31840825
2025,2.025219,1.45191824,2.98117733
2026,2.026211,2.09191775,3.6693809
2027,2.027189,2.73191714,4.30366421
2028,2.028185,3.41191649,4.98063755
2029,2.029187,4.09191608,5.63350773
2030,2.030196,4.77191544,0.0151381493
2031,2.031184,5.41191483,0.711933196
2032,2.032193,6.09191418,1.33705258
2033,2.033183,0.448728442,2.02220845
2034,2.034194,1.12872851,2.7026186
2035,2.035184,1.80872786,3.33899903
2036,2.036186,2.44872737,4.03406286
2037,2.037186,3.12872672,4.69586134
2038,2.038183,3.80872607,5.3500309
2039,2.039185,4.4487257,6.01547098
2040,2.040194,5.12872505,0.417946398
2041,2.041213,5.8087244,1.10233927
2042,2.042221,0.205538452,1.7367146
2043,2.043185,0.845538557,2.43279576
2044,2.044194,1.52553809,3.05419469
2045,2.045184,2.1655376,3.74640632
2046,2.046186,2.84553695,4.41582918
2047,2.047188,3.5255363,5.06076241
2048,2.048185,4.16553593,5.74863911
2049,2.049185,4.84553528,0.135063156
2050,2.050183,5.52553463,0.789824903
2051,2.051186,6.16553402,1.4509182
2052,2.052182,0.562348366,2.1023891
2053,2.053185,1.24234831,2.77833605
2054,2.054194,1.8823477,3.46191931
2055,2.055194,2.56234717,4.15010834
2056,2.056183,3.24234653,4.77404785
2057,2.057186,3.88234591,5.46846628
2058,2.058236,4.60234547,6.12958288
2059,2.059192,5.24234486,0.498259813
2060,2.060188,5.88234425,1.1777941
2061,2.061188,0.279158324,1.85782897
2062,2.062184,0.95915854,2.50810432
2063,2.063186,1.59915805,3.16864705
2064,2.064194,2.2791574,3.86279321
2065,2.065184,2.95915675,4.48860359
2066,2.066187,3.59915614,5.1797061
2067,2.067186,4.27915573,5.85968018
2068,2.068182,4.95915508,0.210974887
2069,2.069185,5.59915447,0.901903749
2070,2.070193,6.27915382,1.56110632
2071,2.071183,0.675968349,2.21670938
2072,2.072191,1.31596828,2.88691139
2073,2.073191,1.99596763,3.57766533
2074,2.074224,2.67596698,4.25849199
2075,2.075209,3.35596633,4.8874588
2076,2.076192,3.99596572,5.57851171
2077,2.077189,4.67596531,6.1988492
2078,2.078191,5.3159647,0.611980319
2079,2.079185,5.99596405,1.28571022
2080,2.080187,0.392778218,1.93193614
2081,2.081183,1.0327785,2.61696291
2082,2.082187,1.71277785,3.24115515
2083,2.083183,2.3927772,3.93439484
2084,2.084185,3.03277659,4.5972991
2085,2.085191,3.71277595,5.2947588
2086,2.086186,4.39277554,5.92927742
2087,2.087182,5.03277493,0.327071309
2088,2.088184,5.71277428,0.97307694
2089,2.089192,0.109588221,1.63412321
2090,2.090196,0.749588311,2.33100462
2091,2.091209,1.42958808,2.99739027
2092,2.092187,2.10958743,3.65344286
2093,2.093184,2.74958682,4.32953167
2094,2.094186,3.42958617,4.96271801
2095,2.095182,4.10958576,5.65002871
2096,2.096190,4.74958515,0.0278220177
2097,2.097184,5.4295845,0.686045349
2098,2.098188,6.10958385,1.35651457
2099,2.099184,0.46639812,2.04861975
2100,2.100187,1.14639831,2.68758631
2101,2.101184,1.82639766,3.35621047
2102,2.102186,2.46639705,4.04561377
2103,2.103192,3.1463964,4.70839024
2104,2.104183,3.82639575,5.36810732
2105,2.105192,4.46639538,6.03745937
2106,2.106189,5.14639473,0.442083597
2107,2.107353,5.906394,1.19747257
2108,2.108214,0.223208129,1.74813735
2109,2.109182,0.863208294,2.40254927
2110,2.110191,1.54320788,3.06793499
2111,2.111194,2.18320727,3.76748109
2112,2.112191,2.86320662,4.43721199
2113,2.113193,3.54320598,5.07822275
2114,2.114192,4.1832056,5.75917387
2115,2.115192,4.86320496,0.142706335
2116,2.116194,5.54320431,0.799838006
2117,2.117184,6.1832037,1.46735156
2118,2.118193,0.580018103,2.16538453
2119,2.119183,1.26001811,2.79733634
2120,2.120192,1.9000175,3.47394562
2121,2.121192,2.58001685,4.15794134
2122,2.122190,3.2600162,4.78414917
2123,2.123216,3.94001555,5.48439217
2124,2.124182,4.58001518,6.11095667
2125,2.125192,5.26001453,0.519946873
2126,2.126187,5.90001392,1.19373977
2127,2.127192,0.296828032,1.86819184
2128,2.128194,0.976828218,2.51789927
2129,2.129190,1.61682761,3.18536234
2130,2.130193,2.29682708,3.88574958
2131,2.131189,2.97682643,4.51159286
2132,2.132192,3.61682582,5.19880629
2133,2.133186,4.29682541,5.8339386
2134,2.134188,4.97682476,0.22238709
2135,2.135184,5.61682415,0.916241705
2136,2.136191,0.0136380196,1.58294845
2137,2.137266,0.733638048,2.28251743
2138,2.138185,1.33363783,2.90826726
2139,2.139191,2.0136373,3.59226799
2140,2.140193,2.69363666,4.23077917
2141,2.141189,3.33363605,4.90263748
2142,2.142191,4.01363564,5.5988307
2143,2.143187,4.69363499,6.22312307
2144,2.144190,5.33363438,0.635620952
2145,2.145184,6.01363373,1.26418459
2146,2.146192,0.410447925,1.94353533
2147,2.147188,1.05044806,2.62813568
2148,2.148190,1.73044741,3.25970316
2149,2.149187,2.41044688,3.95805693
2150,2.150189,3.05044627,4.62059975
2151,2.151183,3.73044562,5.27221727
2152,2.152185,4.41044521,5.94136095
2153,2.153264,5.09044456,0.379294872
2154,2.154240,5.77044392,1.02608216
2155,2.155193,0.127257943,1.65581131
2156,2.156195,0.767257988,2.35456419
2157,2.157183,1.44725764,2.97753954
2158,2.158191,2.12725711,3.66581869
2159,2.159193,2.7672565,4.33902979
2160,2.160189,3.44725585,4.97742081
2161,2.161191,4.12725544,5.66975832
2162,2.162189,4.76725483,0.0524555854
2163,2.163190,5.44725418,0.708734691
2164,2.164186,6.12725353,1.37231863
2165,2.165189,0.484067827,2.05974531
2166,2.166190,1.16406786,2.69906235
2167,2.167193,1.84406722,3.37681699
2168,2.168190,2.48406672,4.06985044
2169,2.169190,3.16406608,4.6921587
2170,2.170223,3.84406543,5.42656183
2171,2.171212,4.52406502,6.04996824
2172,2.172190,5.16406441,0.413150072
2173,2.173187,5.84406376,1.09745693
2174,2.174190,0.200877845,1.77245557
2175,2.175184,0.880877972,2.42718053
2176,2.176216,1.56087744,3.12713766
2177,2.177182,2.20087695,3.78051043
2178,2.178193,2.8808763,4.40947294
2179,2.179183,3.52087569,5.09459734
2180,2.180192,4.20087528,5.78001356
2181,2.181192,4.88087463,0.167883649
2182,2.182189,5.56087399,0.821242273
2183,2.183191,6.20087337,1.48124254
2184,2.184188,0.597687781,2.1342237
2185,2.185190,1.27768779,2.80852294
2186,2.186194,1.91768718,3.49452233
2187,2.187289,2.67768645,4.21977949
2188,2.188186,3.23768592,4.80598783
2189,2.189188,3.91768527,5.49972725
2190,2.190185,4.59768486,6.12125731
2191,2.191188,5.27768421,0.530806601
2192,2.192196,5.9176836,1.20877767
2193,2.193183,0.314497709,1.85001612
2194,2.194192,0.994497955,2.5401659
2195,2.195182,1.6344974,3.20182133
2196,2.196184,2.31449676,3.85582495
2197,2.197186,2.95449615,4.52065563
2198,2.198194,3.6344955,5.21415329
2199,2.199194,4.31449509,5.8922019
2200,2.200190,4.99449444,0.246277064
2201,2.201192,5.63449383,0.936001658
2202,2.202190,0.0313076973,1.55611753
2203,2.203192,0.711307764,2.29281116
2204,2.204215,1.39130759,2.92132998
2205,2.205191,2.03130698,3.57312322
2206,2.206193,2.71130633,4.25444794
2207,2.207183,3.35130572,4.92457199
2208,2.208191,4.03130531,5.57472992
2209,2.209193,4.71130466,6.23438549
2210,2.210191,5.35130405,0.6484828
2211,2.211191,6.03130341,1.28172374
2212,2.212187,0.388117611,1.96931398
2213,2.213189,1.06811786,2.65203404
2214,2.214185,1.74811721,3.27748084
2215,2.215187,2.3881166,3.96980667
2216,2.216189,3.06811595,4.63203764
2217,2.217189,3.7481153,5.28970242
2218,2.218186,4.38811493,5.96304893
2219,2.219209,5.10811424,0.362788856
2220,2.220187,5.74811363,1.00674617
2221,2.221184,0.104927614,1.66906464
2222,2.222186,0.784927726,2.36552405
2223,2.223192,1.46492743,2.99195361
2224,2.224194,2.14492679,3.68890095
2225,2.225190,2.78492618,4.36285162
2226,2.226187,3.46492553,4.99860334
2227,2.227183,4.10492516,5.6841383
2228,2.228186,4.78492451,0.0634421185
2229,2.229192,5.46492386,0.721602559
2230,2.230183,6.10492325,1.39091992
2231,2.231191,0.501737535,2.08520269
2232,2.232235,1.22173762,2.7606318
2233,2.233194,1.86173701,3.39317846
2234,2.234186,2.5017364,4.081213
2235,2.235193,3.18173575,4.70482969
2236,2.236188,3.82173514,5.40526724
2237,2.237185,4.50173473,6.0732131
2238,2.238187,5.18173409,0.438661158
2239,2.239184,5.82173347,1.11712539
2240,2.240186,0.218547523,1.786044
2241,2.241192,0.898547649,2.43939614
2242,2.242184,1.53854716,3.10510635
2243,2.243193,2.21854663,3.80574536
2244,2.244183,2.89854598,4.43502903
2245,2.245192,3.57854533,5.11734962
2246,2.246187,4.21854496,5.79553699
2247,2.247194,4.89854431,0.139652804
2248,2.248220,5.57854366,0.876403153
2249,2.249252,6.25854301,1.54285491
2250,2.250210,0.615357459,2.20186305
2251,2.251189,1.25535738,2.8317337
2252,2.252186,1.93535674,3.51039648
2253,2.253186,2.61535621,4.15331936
2254,2.254182,3.2553556,4.82026243
2255,2.255185,3.93535495,5.51941061
2256,2.256187,4.61535454,6.14467955
2257,2.257189,5.25535393,0.554729104
2258,2.258186,5.93535328,1.2261008
2259,2.259185,0.332167417,1.86131775
2260,2.260193,1.01216757,2.55043817
2261,2.261183,1.65216696,3.21899891
2262,2.262192,2.33216643,3.87837625
2263,2.263194,3.01216578,4.54319143
2264,2.264256,3.69216514,5.27293396
2265,2.265183,4.33216476,5.86520958
2266,2.266186,4.97216415,0.256051302
2267,2.267189,5.65216351,0.948463023
2268,2.268185,0.0489774123,1.57576895
2269,2.269187,0.68897742,2.27559352
2270,2.270195,1.36897719,2.94027495
2271,2.271183,2.04897666,3.58534074
2272,2.272191,2.68897605,4.26295471
2273,2.273193,3.3689754,4.93716145
2274,2.274190,4.04897499,5.59229422
2275,2.275193,4.68897438,6.25687838
2276,2.276194,5.36897373,0.670387626
2277,2.277194,6.04897308,1.2974683
2278,2.278190,0.405787319,1.9796567
2279,2.279355,1.2057873,2.74011922
2280,2.280192,1.76578677,3.29573226
2281,2.281186,2.40578628,3.99266195
2282,2.282195,3.08578563,4.65466261
2283,2.283183,3.76578498,5.30784655
2284,2.284192,4.40578461,5.97533989
2285,2.285194,5.08578396,0.374604791
2286,2.286183,5.76578331,1.02171707
2287,2.287185,0.122597329,1.69238496
2288,2.288193,0.802597404,2.38992381
2289,2.289193,1.48259699,3.011832
2290,2.290190,2.1225965,3.70179081
2291,2.291192,2.80259585,4.37320662
2292,2.292189,3.48259521,5.01417303
2293,2.293191,4.12259483,5.7045188
2294,2.294188,4.80259418,0.0885267854
2295,2.295188,5.48259354,0.744115889
2296,2.296218,6.16259289,1.40626359
2297,2.297184,0.519407213,2.09572053
2298,2.298182,1.19940734,2.73310637
2299,2.299185,1.83940673,3.41321683
2300,2.300193,2.51940608,4.10424232
2301,2.301194,3.19940543,4.72683907
2302,2.302190,3.83940482,5.42141485
2303,2.303193,4.51940441,6.08383322
2304,2.304189,5.19940376,0.449690402
2305,2.305192,5.83940315,1.13216126
2306,2.306195,0.236217201,1.80973911
2307,2.307183,0.916217387,2.46268225
2308,2.308192,1.55621696,3.1229682
2309,2.309182,2.23621631,3.77642775
2310,2.310216,2.91621566,4.48284817
2311,2.311182,3.55621505,5.13228655
2312,2.312192,4.23621464,5.81543684
2313,2.313192,4.91621399,0.164260149
2314,2.314190,5.55621338,0.857527018
2315,2.315193,6.23621273,1.51717162
2316,2.316182,0.633027196,2.17179585
2317,2.317185,1.27302718,2.84429264
2318,2.318193,1.95302653,3.53232312
2319,2.319193,2.63302588,4.17713976
2320,2.320190,3.27302527,4.84241915
2321,2.321227,3.99302459,5.53491783
2322,2.322212,4.63302422,6.19466019
2323,2.323189,5.27302361,0.566587806
2324,2.324212,5.95302296,1.24252295
2325,2.325188,0.349837095,1.88563967
2326,2.326190,0.989837348,2.57349277
2327,2.327192,1.66983676,3.23595333
2328,2.328188,2.34983611,3.88937259
2329,2.329190,2.9898355,4.55302095
2330,2.330188,3.66983485,5.24795389
2331,2.331188,4.34983444,5.88491535
2332,2.332183,4.98983383,0.279329628
2333,2.333185,5.66983318,0.96675545
2334,2.334194,0.06664709,1.58717167
2335,2.335184,0.706647158,2.28381085
2336,2.336185,1.38664699,2.91249347
2337,2.337185,2.06664634,3.60516095
2338,2.338182,2.70664573,4.28438616
2339,2.339219,3.42664504,4.95612335
2340,2.340212,4.06664467,5.64410353
2341,2.341190,4.70664406,6.26511335
2342,2.342187,5.38664341,0.680190444
2343,2.343187,6.06664276,1.31213367
2344,2.344183,0.423456997,2.00213909
2345,2.345185,1.10345721,2.64412951
2346,2.346187,1.78345656,3.31034875
2347,2.347190,2.42345595,4.00183916
2348,2.348186,3.10345531,4.62477732
2349,2.349185,3.78345466,5.32378674
2350,2.350194,4.42345428,5.99570036
2351,2.351184,5.10345364,0.356831521
2352,2.352192,5.78345299,1.04043531
2353,2.353182,0.140267015,1.70504332
2354,2.354192,0.820267141,2.40109038
2355,2.355192,1.50026679,3.02728701
2356,2.356193,2.18026614,3.76683617
2357,2.357216,2.82026553,4.39801216
2358,2.358182,3.50026488,5.03638697
2359,2.359191,4.14026451,5.71998453
2360,2.360194,4.82026386,0.101422071
2361,2.361189,5.50026321,0.759321034
2362,2.362193,6.1402626,1.42742825
2363,2.363190,0.53707689,2.12359142
2364,2.364192,1.2170769,2.75808311
2365,2.365188,1.85707629,3.43178153
2366,2.366196,2.53707576,4.11777449
2367,2.367190,3.21707511,4.74253082
2368,2.368193,3.8570745,5.44302559
2369,2.369189,4.53707409,6.10953999
2370,2.370193,5.21707344,0.477047205
2371,2.371190,5.85707283,1.15309668
2372,2.372192,0.253886908,1.82435977
2373,2.373246,0.973887086,2.51548791
2374,2.374190,1.57388651,3.14207935
2375,2.375192,2.25388598,3.84268594
2376,2.376182,2.93388534,4.47009706
2377,2.377185,3.57388473,5.15425873
2378,2.378195,4.25388432,5.83028412
2379,2.379183,4.93388367,0.176951349
2380,2.380192,5.57388306,0.872711957
2381,2.381182,6.25388241,1.49960089
2382,2.382191,0.650696874,2.1983397
2383,2.383194,1.29069674,2.86679697
2384,2.384213,1.97069609,3.54782581
2385,2.385189,2.65069556,4.18857765
2386,2.386192,3.29069495,4.85767651
2387,2.387299,4.05069447,5.59534979
2388,2.388192,4.65069389,6.18034887
2389,2.389188,5.29069328,0.591620266
2390,2.390190,5.97069263,1.26083457
2391,2.391184,0.367506802,1.89849865
2392,2.392186,1.00750697,2.58561826
2393,2.393182,1.68750632,3.2144227
2394,2.394186,2.36750579,3.91397667
2395,2.395182,3.00750518,4.57746315
2396,2.396190,3.68750453,5.26776171
2397,2.397183,4.36750412,5.89853716
2398,2.398186,5.00750351,0.291512787
2399,2.399194,5.68750286,0.981873035
2400,2.400268,0.124316804,1.65048945
2401,2.401185,0.724316835,2.30899739
2402,2.402189,1.40431654,2.93335104
2403,2.403183,2.08431602,3.61876655
2404,2.404185,2.7243154,4.2942853
2405,2.405194,3.40431476,4.97035217
2406,2.406189,4.08431435,5.623456
2407,2.407185,4.72431374,0.00492429733
2408,2.408187,5.40431309,0.661220491
2409,2.409193,6.08431244,1.32701659
2410,2.410184,0.441126704,2.01114225
2411,2.411192,1.12112677,2.69224238
2412,2.412183,1.76112616,3.32809973
2413,2.413191,2.44112563,4.02363968
2414,2.414193,3.12112498,4.68556023
2415,2.415187,3.80112433,5.3395648
2416,2.416182,4.48112392,6.00545835
2417,2.417208,5.12112331,0.407353789
2418,2.418188,5.80112267,1.05300045
2419,2.419185,0.157936692,1.72573519
2420,2.420187,0.837936819,2.3826263
2421,2.421193,1.51793647,3.04394364
2422,2.422183,2.15793586,3.73579264
2423,2.423191,2.83793521,4.3669486
2424,2.424194,3.51793456,5.04946899
2425,2.425191,4.15793419,5.73800993
2426,2.426188,4.83793354,0.083036609
2427,2.427182,5.47793293,0.779021263
2428,2.428185,6.15793228,1.44062901
2429,2.429193,0.554746628,2.13275409
2430,2.430184,1.19474673,2.76855755
2431,2.431193,1.87474608,3.45153236
2432,2.432195,2.55474544,4.14054775
2433,2.433263,3.27474475,4.80458498
2434,2.434194,3.87474418,5.45857382
2435,2.435191,4.55474377,6.08111048
2436,2.436186,5.23474312,0.488322228
2437,2.437183,5.87474251,1.16879833
2438,2.438186,0.271556586,1.80735397
2439,2.439192,0.951556802,2.49997306
2440,2.440183,1.59155631,3.16057992
2441,2.441191,2.27155566,3.81445026
2442,2.442183,2.91155505,4.48045874
2443,2.443192,3.5915544,5.17107773
2444,2.444194,4.27155399,5.85156298
2445,2.445189,4.95155334,0.202593207
2446,2.446184,5.59155273,0.894265175
2447,2.447193,6.27155209,1.55404127
2448,2.448184,0.62836659,2.20986438
2449,2.449239,1.3483665,2.91939831
2450,2.450187,1.98836589,3.52941966
2451,2.451497,2.86836505,4.40652084
2452,2.452194,3.30836463,4.88095665
2453,2.453191,3.98836398,5.53277063
2454,2.454193,4.66836357,6.19258451
2455,2.455189,5.30836296,0.605345488
2456,2.456196,5.98836231,1.27935386
2457,2.457190,0.38517648,1.92506266
2458,2.458193,1.02517676,2.61046672
2459,2.459190,1.70517612,3.23390865
2460,2.460192,2.38517547,3.92725444
2461,2.461188,3.02517486,4.59044695
2462,2.462190,3.70517421,5.24661446
2463,2.463184,4.34517384,5.9227519
2464,2.464186,5.02517319,0.320000798
2465,2.465218,5.70517254,1.0053041
2466,2.466225,0.101986483,1.66754675
2467,2.467190,0.741986573,2.32379818
2468,2.468187,1.42198634,2.95098138
2469,2.469187,2.10198569,3.64560223
2470,2.470183,2.74198508,4.32233477
2471,2.471186,3.42198443,4.95530748
2472,2.472194,4.10198402,5.64319563
2473,2.473184,4.74198341,0.021045208
2474,2.474193,5.42198277,0.679092884
2475,2.475193,6.10198212,1.34978151
2476,2.476182,0.458796382,2.04136062
2477,2.477184,1.13879645,2.68053675
2478,2.478193,1.8187958,3.34857678
2479,2.479183,2.45879531,4.03837252
2480,2.480191,3.13879466,4.66131258
2481,2.481191,3.81879401,5.3609972
2482,2.482292,4.53879356,6.06959438
2483,2.483185,5.13879299,0.393954933
2484,2.484194,5.81879234,1.07507539
2485,2.485184,0.1756064,1.74087739
2486,2.486183,0.855606496,2.39561939
2487,2.487185,1.49560606,3.06106353
2488,2.488193,2.17560554,3.76036215
2489,2.489184,2.85560489,4.39176607
2490,2.490193,3.53560424,5.07080221
2491,2.491184,4.17560387,5.75220203
2492,2.492193,4.85560322,0.094152458
2493,2.493193,5.53560257,0.792095423
2494,2.494189,6.17560196,1.45917213
2495,2.495192,0.572416306,2.11568427
2496,2.496193,1.25241625,2.78904009
2497,2.497183,1.89241564,3.46517134
2498,2.498245,2.61241508,4.14945412
2499,2.499190,3.25241446,4.77511358
2500,2.500187,3.89241385,5.4754982
2501,2.501189,4.57241344,6.10221767
2502,2.502186,5.21241283,0.510412574
2503,2.503188,5.89241219,1.18440032
2504,2.504183,0.289226294,1.81676054
2505,2.505185,0.929226458,2.50830698
2506,2.506188,1.60922587,3.17533374
2507,2.507191,2.28922534,3.83556104
2508,2.508187,2.92922473,4.50204754
2509,2.509190,3.60922408,5.18848801
2510,2.510187,4.28922367,5.82411575
2511,2.511187,4.92922306,0.212016568
2512,2.512183,5.60922241,0.906481564
2513,2.513186,0.00603628159,1.53339839
2514,2.514216,0.686036289,2.23312092
2515,2.515218,1.36603606,2.89974403
2516,2.516212,2.00603557,3.58320022
2517,2.517188,2.64603496,4.22194862
2518,2.518185,3.32603431,4.89339876
2519,2.519188,4.0060339,5.55031538
2520,2.520183,4.64603329,6.21460104
2521,2.521185,5.32603264,0.627270699
2522,2.522195,6.00603199,1.2564069
2523,2.523182,0.362846196,1.93581152
2524,2.524190,1.04284632,2.62119937
2525,2.525193,1.72284567,3.2524302
2526,2.526194,2.40284514,3.95112062
2527,2.527184,3.04284453,4.61361122
2528,2.528192,3.72284389,5.26490211
2529,2.529192,4.40284348,5.93466806
2530,2.530190,5.04284286,0.330844194
2531,2.531192,5.72284222,0.980300188
2532,2.532268,0.159656167,1.73195779
2533,2.533185,0.75965625,2.34859776
2534,2.534187,1.43965602,2.97181916
2535,2.535194,2.11965537,3.65969062
2536,2.536189,2.75965476,4.33316374
2537,2.537185,3.43965411,4.97114563
2538,2.538189,4.07965374,5.6640439
2539,2.539185,4.75965309,0.0465671122
2540,2.540185,5.43965244,0.702914059
2541,2.541193,6.11965179,1.36685658
2542,2.542183,0.47646606,2.05397415
2543,2.543191,1.15646625,2.69366908
2544,2.544193,1.8364656,3.37103605
2545,2.545190,2.47646499,4.06459093
2546,2.546184,3.15646434,4.68695736
2547,2.547227,3.83646369,5.42118502
2548,2.548214,4.51646328,6.04478216
2549,2.549192,5.15646267,0.407626927
2550,2.550189,5.79646206,1.09209037
2551,2.551191,0.193276078,1.76649511
2552,2.552185,0.873276234,2.42136645
2553,2.553187,1.51327586,3.08181167
2554,2.554184,2.19327521,3.77481461
2555,2.555187,2.87327456,4.40401983
2556,2.556188,3.51327395,5.08860922
2557,2.557191,4.19327354,5.77415562
2558,2.558188,4.8732729,0.120307788
2559,2.559188,5.51327229,0.814819694
2560,2.560184,6.19327164,1.4750483
2561,2.561187,0.590086043,2.12780023
2562,2.562185,1.23008609,2.80251455
2563,2.563188,1.91008544,3.48804688
2564,2.564303,2.67008471,4.21373653
2565,2.565182,3.23008418,4.79931498
2566,2.566184,3.91008353,5.49316883
2567,2.567187,4.59008312,6.11463642
2568,2.568183,5.23008251,0.52357316
2569,2.569186,5.91008186,1.20199764
2570,2.570196,0.306895971,1.84269631
2571,2.571184,0.946896195,2.53330827
2572,2.572193,1.62689567,3.19466043
2573,2.573183,2.30689502,3.84877205
2574,2.574192,2.94689441,4.51374388
2575,2.575182,3.62689376,5.20669079
2576,2.576196,4.30689335,5.84657335
2577,2.577184,4.94689274,0.238767624
2578,2.578182,5.62689209,0.889419317
2579,2.579185,0.0237059593,1.54909027
2580,2.580235,0.703706026,2.28574228
2581,2.581190,1.34370589,2.91477823
2582,2.582185,2.02370524,3.56613541
2583,2.583188,2.66370463,4.24781656
2584,2.584184,3.34370399,4.91723442
2585,2.585186,4.02370358,5.56760883
2586,2.586188,4.66370296,6.22737122
2587,2.587212,5.34370232,0.641484499
2588,2.588190,6.02370167,1.27513909
2589,2.589184,0.380515873,1.96220207
2590,2.590186,1.06051612,2.64525962
2591,2.591183,1.74051547,3.27036834
2592,2.592184,2.38051486,3.96280766
2593,2.593193,3.06051421,4.62537956
2594,2.594196,3.74051356,5.28291512
2595,2.595370,4.50051308,6.07286119
2596,2.596183,5.06051254,0.314309359
2597,2.597192,5.74051189,0.999905825
2598,2.598182,0.0973258764,1.66192186
2599,2.599191,0.777325928,2.35839796
2600,2.600193,1.45732558,2.98498654
2601,2.601187,2.09732509,3.68149853
2602,2.602191,2.77732444,4.35579824
2603,2.603187,3.45732379,4.99096203
2604,2.604189,4.09732342,5.67649555
2605,2.605185,4.77732277,0.0551281087
2606,2.606192,5.45732212,0.713059247
2607,2.607186,6.09732151,1.38272226
2608,2.608189,0.494135767,2.07662416
2609,2.609185,1.1741358,2.71385455
2610,2.610188,1.81413519,3.38435531
2611,2.611213,2.49413466,4.07247734
2612,2.612191,3.17413402,4.69572639
2613,2.613185,3.81413341,5.39618969
2614,2.614187,4.494133,6.06466579
2615,2.615183,5.17413235,0.429985076
2616,2.616191,5.81413174,1.10899699
2617,2.617187,0.210945785,1.77753007
2618,2.618190,0.890945911,2.43111944
2619,2.619185,1.53094542,3.09648871
2620,2.620187,2.21094489,3.79678917
2621,2.621184,2.89094424,4.42648077
2622,2.622186,3.53094363,5.10791683
2623,2.623183,4.21094322,5.74848795
2624,2.624183,4.89094257,0.131313354
